username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2018/02/09;9;7;"#India must be prepared for HNS botnet attack: Bitdefender #Cyber #Attack #Cyber #Security #ITSecurity #BotNet #Attack #Malware #IOT #Data #Security #Data #Protection #Password #Protection #Password #Security #Cyber #Aware https://www.gadgetsnow.com/tech-news/india-must-be-prepared-for-hns-botnet-attack-bitdefender/articleshow/62835597.cms …pic.twitter.com/KhUJtNzIlg";;;#India #Cyber #Attack #Cyber #Security #ITSecurity #BotNet #Attack #Malware #IOT #Data #Security #Data #Protection #Password #Protection #Password #Security #Cyber #Aware;"961793762652385280";https://twitter.com/hacker_dey/status/961793762652385280
;2018/02/08;43;30;"IoTroop botnet: How to protect yourself from the cyber-storm of the century #cybersecurity #infosec #iot #botnet http://ow.ly/tHze30ihgjl ";;;#cybersecurity #infosec #iot #botnet;"961600589007413248";https://twitter.com/kennethholley/status/961600589007413248
;2018/02/07;18;7;"Raport: #botnet #bot jednym z g?ównych narz?dzi dystybucji rosyjskoj?zycznej #propaganda wymierzonej w NATO. Autorzy: @STRATCOMCOE @MunSecConf https://www.securityconference.de/en/news/article/new-munich-security-report-2018-to-be-launched-this-week/ …pic.twitter.com/5W3L7INWpw";;@STRATCOMCOE @MunSecConf;#botnet #bot #propaganda;"961293065813098497";https://twitter.com/Disinfo_Digest/status/961293065813098497
;2018/02/07;7;11;"Droidclub #Botnet via #Malicious #Chrome Extensions That Affect More Than Half a Million Users #Cybersecurity #CyberAttacks #tech https://gbhackers.com/droidclub-botnet-chrome-extensions/ … @arturodicorinto @securityaffairs @Fisher85M @sectest9 @ipfconline1 @valeriopel @antgrasso @cybersecboardrm @IoTRecruiting";;@arturodicorinto @securityaffairs @Fisher85M @sectest9 @ipfconline1 @valeriopel @antgrasso @cybersecboardrm @IoTRecruiting;#Botnet #Malicious #Chrome #Cybersecurity #CyberAttacks #tech;"961279203932065792";https://twitter.com/antoniopescape/status/961279203932065792
;2018/02/07;14;15;"Update: ADB.miner has now infected 7,000 devices and earned the attackers $12.50 and that is not a typo! by @helpnetsecurity https://www.helpnetsecurity.com/2018/02/07/android-monero-mining-botnet/ … #cryptocurrency #botnet #malware";;@helpnetsecurity;#cryptocurrency #botnet #malware;"961274238719074304";https://twitter.com/Raj_Samani/status/961274238719074304
;2018/02/07;13;16;"[ #Infographics ] End-to-End Encryption Explained... #InfoSec #Security #CyberSecurity #DataBreach #DataProtection #CyberAttack #CyberWar #Hacker #malware #Botnet #Ransomware #Technews #RT #tech #technology #Benin #cybersecurite #infosec #fintechpic.twitter.com/X1RxWQdaIK";;;#Infographics #InfoSec #Security #CyberSecurity #DataBreach #DataProtection #CyberAttack #CyberWar #Hacker #malware #Botnet #Ransomware #Technews #RT #tech #technology #Benin #cybersecurite #infosec #fintechpic;"961136787434409984";https://twitter.com/FawazSylvestre/status/961136787434409984
;2018/02/07;12;10;"New #ADBMiner #botnet is targeting #Android devices in China, S. Korea and infecting them with cryptomining #malware #NetSec #Bitcoin #monero via @ThreatPost https://kas.pr/6jj2 pic.twitter.com/ZPMFzZk63E";;@ThreatPost;#ADBMiner #botnet #Android #malware #NetSec #Bitcoin #monero;"961020683244457984";https://twitter.com/kaspersky/status/961020683244457984
;2018/02/06;37;44;"Design flaw #meltdown #Spectre explained in this #infographic #Cybersecurity #phishing #botnet #cloud #DDoS #encryption #IoT #trojan #dataloss #risk #infosec #hacking #hacked #pentesting #security #CyberAttack #cybercrime #AI #Intel #AMD #ARM #Exploit #InternetBillOfRightspic.twitter.com/OU1aVQbCUP";;;#meltdown #Spectre #infographic #Cybersecurity #phishing #botnet #cloud #DDoS #encryption #IoT #trojan #dataloss #risk #infosec #hacking #hacked #pentesting #security #CyberAttack #cybercrime #AI #Intel #AMD #ARM #Exploit #InternetBillOfRightspic;"960794744753442817";https://twitter.com/hackerstorm/status/960794744753442817
;2018/02/06;4;14;"RT @bamitav: "Will China Weaponize Social Media? by Kent Harrington - Project Syndicate" https://www.project-syndicate.org/commentary/xi-jinping-china-foreign-influence-campaigns-by-kent-harrington-2018-02 … #InfoSec #Security #CyberSecurity #DataBreach #CyberAttack #CyberWar #Hacker #malware #Botnet #Ransomware #Technews #RT #china #DDoS #socialmedia";;@bamitav;#InfoSec #Security #CyberSecurity #DataBreach #CyberAttack #CyberWar #Hacker #malware #Botnet #Ransomware #Technews #RT #china #DDoS #socialmedia;"960700522717003776";https://twitter.com/vinod1975/status/960700522717003776
;2018/02/05;8;5;"Materia? wideo @Bielsat_pl obiektem ataku #Trolling - Ponad 24 tysi?ce tzw. „niepolubie?” w 48 godzin. #botnet http://belsat.eu/pl/news/najazd-trolli-na-bielsat-co-sie-nie-spodobalo-zleceniodawcom-ataku/ …pic.twitter.com/mEoLB0xFF5";;@Bielsat_pl;#Trolling #botnet;"960534359928397824";https://twitter.com/Disinfo_Digest/status/960534359928397824
;2018/02/04;27;28;"Mining Botnet Targeting Redis and OrientDB Servers Made Almost $1 Million #cryptomining #botnet http://ow.ly/ynLA30ibMfN ";;;#cryptomining #botnet;"960143923065827328";https://twitter.com/kennethholley/status/960143923065827328
;2018/02/04;117;8;"New JenX IoT DDoS Botnet Offered Part of Gaming Server Rental Scheme https://www.bleepingcomputer.com/news/security/new-jenx-iot-ddos-botnet-offered-part-of-gaming-server-rental-scheme/ … #DDoS #botnet #IoT pic.twitter.com/hHEg4uqZBn";;;#DDoS #botnet #IoT;"959980076455645184";https://twitter.com/campuscodi/status/959980076455645184
;2018/02/02;23;18;"Russian #Malware operator Pyotr Levashov has been extradited to the United States from Spain where he was arrested last year in connection with the #Kelihos #Spam #Botnet. https://www.wsj.com/articles/russian-programmer-detained-in-spain-has-been-extradited-to-u-s-1517599611 …";;;#Malware #Kelihos #Spam #Botnet;"959518796393349121";https://twitter.com/GarWarner/status/959518796393349121
;2018/02/02;20;27;"Smominru Botnet Infected Over 500,000 Windows Machines #cybersecurity #infosec #botnet http://ow.ly/tXNT30i9wqE ";;;#cybersecurity #infosec #botnet;"959246636575752192";https://twitter.com/kennethholley/status/959246636575752192
;2018/02/02;11;11;"A #monero-mining #botnet called smominru is said to have infected 526,000 #windows pcs since may 2017 and is earning millions of dollars for its operators. #cybersecurity #infosechttps://trueproxy.net/?https%3A%2F%2Fwww.tripwire.com%2Fstate-of-security%2Ffeatured%2Fsmominru-half-million-pcs-hit-cryptomining-botnet%2F …";;;#monero #botnet #windows #cybersecurity #infosechttps;"959206291943120897";https://twitter.com/truly_secure/status/959206291943120897
;2018/01/31;10;8;". @nytimes published an article on "The Follower Factory" and attorney general @AGSchneiderman took the case. Based on our research, we show how these factories are related to #botnet criminal activity and are highly profitable. More work to come... http://gosecure.net/2018/01/31/our-experience-around-fake-follower-factories/ …";;@nytimes @AGSchneiderman;#botnet;"958781423929970688";https://twitter.com/GoSecure_Inc/status/958781423929970688
;2018/01/31;35;30;"What types of #attacks put #IoT devices at #risk in the past? #CyberSecurity #CyberAttack #DDoS #botnet #CyberAware #Malware #irc [via @kaspersky]pic.twitter.com/yEN777VyXG";;@kaspersky;#attacks #IoT #risk #CyberSecurity #CyberAttack #DDoS #botnet #CyberAware #Malware #irc;"958613354733588480";https://twitter.com/Fisher85M/status/958613354733588480
;2018/01/29;14;30;"You are welcome to check us - you tag, we share #CyberTLV18 #CyberTech #TelAviv #Israel #CyberSecurity #Cyber #IoT #OT #IT #DDOS #SiliconWadi #WannaCry #BotNet #Fraud #Infrastructurepic.twitter.com/KUfbMatxUs";;;#CyberTLV18 #CyberTech #TelAviv #Israel #CyberSecurity #Cyber #IoT #OT #IT #DDOS #SiliconWadi #WannaCry #BotNet #Fraud #Infrastructurepic;"957958794713206785";https://twitter.com/ID_Cybertech/status/957958794713206785
;2018/01/27;13;24;"#Mirai #Okiru - Sample SHA256 98b05f4bcf4fb9488dd0d38d5559e5ee5d32f924de79a4db48e1ed2b25be761a https://linux.huntingmalware.com/analysis/11923/summary/ … #Botnet #IoT";;;#Mirai #Okiru #Botnet #IoT;"957368768925184005";https://twitter.com/PhysicalDrive0/status/957368768925184005
;2018/01/26;10;13;"#satori #botnet is now embedding new known exploit to target Wireless IP Camera (P2P) WIFICAM #fortiguard a96f8ad62c01b243178ab68c01144063c5e849474343edaf574efb8924595dcb";;;#satori #botnet #fortiguard;"956727755382517760";https://twitter.com/davidmaciejak/status/956727755382517760
;2018/01/25;11;16;"1-25-2018: #Dridex #Botnet ID "23005" #Spam -> Theme: #eFax #Zip -> #JScript #Loader First-layer config: 91.219.236[.245:443 104.131.33[.184:4143 5.230.147[.179:4143 185.86.151[.98:443 Hash: 39d2901352fefafb0f99091e56d12bbb Thanks: @Ring0x0 pic.twitter.com/sf3lRQEpCf";;@Ring0x0;#Dridex #Botnet #Spam #eFax #Zip #JScript #Loader;"956594484065611776";https://twitter.com/VK_Intel/status/956594484065611776
;2018/01/25;70;36;"Do you know how to prevent an #IoT #botnet attack? Check out #ENISA's study with baseline security recommendations for IoT. http://bit.ly/2zTIlna pic.twitter.com/cToGmyVJcq";;;#IoT #botnet #ENISA;"956561328289837058";https://twitter.com/enisa_eu/status/956561328289837058
;2018/01/25;16;24;"1-25-2018: #Dridex #Botnet ID number “7200” #Spam Switched from FTP Links to #7z Attachment -> #VBS #Loader First-layer config: 85.214.62[.153:4143 205.178.144[.133:4143 174.140.167[.85:4143 144.76.246[.246:443 Hash: 4d929b09beda882107a40eaca23ae7dc Credit: @dvk01uk pic.twitter.com/G2SuJHxHNj";;@dvk01uk;#Dridex #Botnet #Spam #7z #VBS #Loader;"956546820032868352";https://twitter.com/VK_Intel/status/956546820032868352
;2018/01/25;0;0;"Havaintoja myös Suomessa. #botnet #CyberSecurityhttps://www.is.fi/digitoday/tietoturva/art-2000005537931.html …";;;#botnet #CyberSecurityhttps;"956475334303649792";https://twitter.com/s3cmate/status/956475334303649792
;2018/01/24;24;39;"MyKings: A massive multi-botnet http://blog.netlab.360.com/mykings-the-botnet-behind-multiple-active-spreading-botnets/ … All IOCs here: https://pastebin.com/4naZ6gud  https://otx.alienvault.com/pulse/5a685589bc939c49aea3de13 … #BankSecurity #CyberSecurity #botnet #Cyberattack #Security #Infosecpic.twitter.com/dnME2dLf0A";;;#BankSecurity #CyberSecurity #botnet #Cyberattack #Security #Infosecpic;"956165791203975168";https://twitter.com/Bank_Security/status/956165791203975168
;2018/01/22;12;10;"Rozwój #botnet, zdolnych do automatycznego targetingu obiektów oddzia?ywania, selektywnego doboru materia?u informacyjnego, multiplikacji tre?ci wzbogaconej o mo?liwo?? jej podzia?u i dystrybucji sekwencyjnej #Infoops #psyops #cyberops #propaganda #dezinformacja #fakenewshttps://twitter.com/Disinfo_Digest/status/955388958191554560 …";;;#botnet #Infoops #psyops #cyberops #propaganda #dezinformacja #fakenewshttps;"955434127188250626";https://twitter.com/Disinfo_Digest/status/955434127188250626
;2018/01/20;27;6;"Huge Botnet Attacking Italian Companies #cybersecurity #infosec #botnet https://securityboulevard.com/2018/01/huge-botnet-attacking-italian-companies/ …";;;#cybersecurity #infosec #botnet;"954722711393226753";https://twitter.com/kennethholley/status/954722711393226753
;2018/01/20;8;9;"Italian companies and Ministry of the Interior under attack, experts spotted a huge #botnet via @securityaffairs #malware #cybersecurity http://securityaffairs.co/wordpress/67997/cyber-crime/botnet-attacking-italian-firms.html … @antgrasso @lucarallo @RobRe62 @arturodicorinto @aldoceccarelli @Fisher85M @paoloigna1 @mcanducci @stefanoepifani";;@securityaffairs @antgrasso @lucarallo @RobRe62 @arturodicorinto @aldoceccarelli @Fisher85M @paoloigna1 @mcanducci @stefanoepifani;#botnet #malware #cybersecurity;"954721620752465920";https://twitter.com/antoniopescape/status/954721620752465920
;2018/01/20;31;45;"The #CyberSecurity Glossary! { @NCSC @Fisher85M} #virus #botnet #encryption #digital #firewall #security #cloud #cyberattack #IoT #phishing #SaaS #2FA #ransomware #infosec #cybersec #fintech #insurtechpic.twitter.com/zXa1MNi0TS";;@NCSC @Fisher85M;#CyberSecurity #virus #botnet #encryption #digital #firewall #security #cloud #cyberattack #IoT #phishing #SaaS #2FA #ransomware #infosec #cybersec #fintech #insurtechpic;"954579500792102912";https://twitter.com/jess_vdk/status/954579500792102912
;2018/01/16;5;8;"What is a #botnet? And why they aren't going away anytime soon https://buff.ly/2pYEUIF  #Cybersecuritypic.twitter.com/MA0X400HoR";;;#botnet #Cybersecuritypic;"953281110213054465";https://twitter.com/marcoessomba/status/953281110213054465
;2018/01/16;27;49;"18000$ was paid in bounty for this bug which was publicly disclosed two years ago. Still even now, 2000+ devices are pwned by EDB 39701AirOS 6.x bug. The hacked routers have a very self explanatory name "VULN-EDB-39701" https://www.shodan.io/search?query=HACKED-ROUTER-HELP-SOS-VULN-EDB-39701 … #infosec #malware #iot #botnet pic.twitter.com/X2kslIweZB";;;#infosec #malware #iot #botnet;"953261698131034112";https://twitter.com/ankit_anubhav/status/953261698131034112
;2018/01/15;19;11;"A great #infographic on how #hackers attack and exploit you. This will only get easier with AI #Cybersecurity #phishing #botnet #cloud #DDoS #encryption #IoT #trojan #dataloss #risk #infosec #hacking #hacked #pentesting #security #Meltdown #Spectre #CyberAttack #cybercrimepic.twitter.com/8l7bSLOBMK";;;#infographic #hackers #Cybersecurity #phishing #botnet #cloud #DDoS #encryption #IoT #trojan #dataloss #risk #infosec #hacking #hacked #pentesting #security #Meltdown #Spectre #CyberAttack #cybercrimepic;"953015787085758464";https://twitter.com/hackerstorm/status/953015787085758464
;2018/01/15;22;15;"Newly Discovered Mirai Okiru #Botnet Is Designed to Hijack Insecure #IoT Devices Running Widely-used ARC Processors: http://ow.ly/K6nH30hMJ3u  @unix_root @TheHackersNews #securitypic.twitter.com/6v8zrNBxYy";;@unix_root @TheHackersNews;#Botnet #IoT #securitypic;"952934685050580995";https://twitter.com/alienvault/status/952934685050580995
;2018/01/15;13;40;"How To Create A Botnet With Python https://buff.ly/2mySJZw  #python #botnet pic.twitter.com/s5i86kgEUM";;;#python #botnet;"952933898580905984";https://twitter.com/PythonWeekly/status/952933898580905984
;2018/01/14;11;7;"Impact of #IoT attacks is real. There is nothing theoretical or "conference-POC"ish about these attacks anymore. All the compromised data which reflect on Shodan are not just datasets, they are people and their work which might be dependent on them. #malware #botnet #infosecpic.twitter.com/zpgoDQiKIN";;;#IoT #malware #botnet #infosecpic;"952540452108062720";https://twitter.com/ankit_anubhav/status/952540452108062720
;2018/01/12;10;22;"Developing a Twitter botnet based on Markov chains in Go http://bit.ly/2ASfWef  #infosec #hacking #hackers #Pentesting #pentest #twitter #botnet #Programming #codingpic.twitter.com/woVBv26o4a";;;#infosec #hacking #hackers #Pentesting #pentest #twitter #botnet #Programming #codingpic;"951883986564825088";https://twitter.com/Hakin9/status/951883986564825088
;2018/01/11;70;65;"What's the Anatomy of a #botnet #attack? #cybercrime #cyberrisk #Hackers #IoT #Malware #CyberSecurity #infosec #botspic.twitter.com/OLBiU2p9xX";;;#botnet #attack #cybercrime #cyberrisk #Hackers #IoT #Malware #CyberSecurity #infosec #botspic;"951532919578939394";https://twitter.com/Fisher85M/status/951532919578939394
;2018/01/11;32;45;"Everyone, this is a good read. Especially if you want to know the details of how Russia impacts social media, or if you are “into” computers and security. #geeks #GeeksResist #TrumpBot #TheResistance #botnet https://twitter.com/mikefarb1/status/951218530908819456 …";;;#geeks #GeeksResist #TrumpBot #TheResistance #botnet;"951516514376671232";https://twitter.com/BobbyBoon3/status/951516514376671232
;2018/01/11;33;34;"Someone is building a #Finland-themed Twitter #botnet. Relation to upcoming election yet unclear. Good read by @r0zetta #OSINT #presidentinvaalit2018https://labsblog.f-secure.com/2018/01/11/someone-is-building-a-finnish-themed-twitter-botnet/ …";;@r0zetta;#Finland #botnet #OSINT #presidentinvaalit2018https;"951515018406842368";https://twitter.com/LauraHuu/status/951515018406842368
;2018/01/11;17;14;"Bad bots are getting bigger! There was a 37% increase in #botnet command-and-control listings in 2017, with most them being hosted on servers run by threat actors: http://ow.ly/kUm330hI8up  #Spam #Malware #DDos";;;#botnet #Spam #Malware #DDos;"951438775967797248";https://twitter.com/ISC2/status/951438775967797248
;2018/01/11;15;29;"El servicio #AntiBotnet de @osiseguridad pone a tu disposición mecanismos para poder identificar si tu equipo es un zombie #botnet https://www.osi.es/es/servicio-antibotnet …pic.twitter.com/SiY7iViOXa";;@osiseguridad;#AntiBotnet #botnet;"951400795114795013";https://twitter.com/INCIBE/status/951400795114795013
;2018/01/10;4;4;"Attending the @ICITorg #icitwintersummit to hear @ArtOfTheHak talk on nation-state cyber-influence campaigns @CCIOS_ #infosec #sockpuppet #botnet #trollfarm https://www.icitwintersummit.org/ https://twitter.com/ICITorg/status/951118044432097280 …";;@ICITorg @ArtOfTheHak @CCIOS_;#icitwintersummit #infosec #sockpuppet #botnet #trollfarm;"951140320066129920";https://twitter.com/__rsoper__/status/951140320066129920
;2018/01/10;12;17;"#CyberSecurity Glossary Thx to @NCSC #Security #Cloud #CloudComputing #CyberAttack #Patching #IoT #Phishing #SaaS #Whaling #2FA #Ransomware #Infographic #SecurityInfo #DigitalWorkspace #SocialEngineering #Botnet pic.twitter.com/v9iiIdkIoZ";;@NCSC;#CyberSecurity #Security #Cloud #CloudComputing #CyberAttack #Patching #IoT #Phishing #SaaS #Whaling #2FA #Ransomware #Infographic #SecurityInfo #DigitalWorkspace #SocialEngineering #Botnet;"951094163138924544";https://twitter.com/karolina_kurzac/status/951094163138924544
;2018/01/06;14;13;"Task force halts #botnet tied to 80 different #malware families. Read story. http://bit.ly/2F5GyM5  #cybersecurity #cybersecuritynewspic.twitter.com/39Zfx9DUZ7";;;#botnet #malware #cybersecurity #cybersecuritynewspic;"949753208741748746";https://twitter.com/CheckPointSW/status/949753208741748746
;2017/12/30;11;9;"#hacker exploits router zero-day #vulnerability in efforts to build #mirai-like #botnet - cyberscoop #cybersecurity #infosechttps://trueproxy.net/?https%3A%2F%2Fwww.cyberscoop.com%2Fhacker-exploits-router-zero-day-vulnerability-trying-to-build-a-new-mirai-botnet%2F%3Futm_campaign%3DCyberScoop%2520-%2520Editorial%26utm_content%3D65101195%26utm_medium%3Dsocial%26utm_source%3Dtwitter …";;;#hacker #vulnerability #mirai #botnet #cybersecurity #infosechttps;"947214675955023873";https://twitter.com/truly_secure/status/947214675955023873
;2017/12/28;76;69;"This Christmas, we observed that a known threat actor became "Blackhat Santa" and released full working code of CVE-2017-17215 Huawei router vulnerability for free to all public. This exploit is already used in #satori and #brickerbot #botnet https://blog.newskysecurity.com/huawei-router-exploit-involved-in-satori-and-brickerbot-given-away-for-free-on-christmas-by-ac52fe5e4516 … #IOT #infosecpic.twitter.com/d9pPUgEI9B";;;#satori #brickerbot #botnet #IOT #infosecpic;"946453562435031046";https://twitter.com/ankit_anubhav/status/946453562435031046
;2017/12/26;50;41;"Botnetze können das Stromnetz sabotieren https://www.heise.de/newsticker/meldung/Botnetze-koennen-das-Stromnetz-sabotieren-3927886.html … #Botnet #Strom";;;#Botnet #Strom;"945591543544639489";https://twitter.com/heiseonline/status/945591543544639489
;2017/12/24;31;39;"Very interesting thread about the so-called “Voty Twitter #Botnet” and allegations that it amplified (and weaponized) an article about @alfranken in an effort to manipulate public opinion.https://twitter.com/mikefarb1/status/943589498449027072 …";;@alfranken;#Botnet;"944988383071363072";https://twitter.com/voxcustodes/status/944988383071363072
;2017/12/21;17;11;"Chinese Hackers Are Targeting Database Servers to Mine Cryptocurrency, Exfiltrate Sensitive Data & Build A #DDoS #Botnet - #Security Researchers: http://ow.ly/F3qp30hnaQU  @Swati_THN @TheHackersNewspic.twitter.com/PGuKhLYxlJ";;@Swati_THN @TheHackersNewspic;#DDoS #Botnet #Security;"943860813693177856";https://twitter.com/alienvault/status/943860813693177856
;2017/12/15;66;158;"Are your devices (DVR, webcam, etc.) connected to the #InternetOfThings? Ever heard of a #botnet attack? Tonight on #SpecialReport @BretBaier @ 6p a look at the huge #Mirai botnet attacks that, it turns out, were not from hostile nations but rather were focused on... @Minecraft.";;@BretBaier @ @Minecraft;#InternetOfThings #botnet #SpecialReport #Mirai;"941773843185782784";https://twitter.com/JamesRosenTV/status/941773843185782784
;2017/12/15;10;13;"#Azure #Security Center compares network traffic to Microsoft’s global #threat database and alerts you about outbound traffic to a known #botnet or #darknet. Read more about Security Center detection capabilities at https://docs.microsoft.com/en-us/azure/security-center/security-center-detection-capabilities …";;;#Azure #Security #threat #botnet #darknet;"941667522536988672";https://twitter.com/yuridiogenes/status/941667522536988672
;2017/12/14;8;12;"Original #Mirai #botnet authors charged. Good work! Thanks for all involved in hunting and prosecuting. https://www.justice.gov/opa/pr/justice-department-announces-charges-and-guilty-pleas-three-computer-crime-cases-involving …";;;#Mirai #botnet;"941169943135088640";https://twitter.com/kautoh/status/941169943135088640
;2017/12/14;14;17;"Proud to work together again with our industry colleagues to assist the #FBI in their successful, speedy conviction in the #mirai #botnet case. https://www.justice.gov/opa/pr/justice-department-announces-charges-and-guilty-pleas-three-computer-crime-cases-involving …";;;#FBI #mirai #botnet;"941145727039705088";https://twitter.com/Unit42_Intel/status/941145727039705088
;2017/12/13;18;55;"Operating a #botnet @ home #opsec https://assets.documentcloud.org/documents/4327736/Paras-Jha-plea-agreement.pdf …pic.twitter.com/RmGoAvveLx";;@;#botnet #opsec;"940957407584378880";https://twitter.com/x0rz/status/940957407584378880
;2017/12/10;12;8;"The andromeda #botnet, one of the oldest and widespread botnets in history, was shut down in an international law enforcement operation led by the #fbi. #cybersecurity #infosechttps://trueproxy.net/?https%3A%2F%2Fwww.cyberscoop.com%2Fandromeda-botnet-europol-fbi%2F%3Futm_campaign%3DCyberScoop%2520-%2520Editorial%26utm_content%3D64281746%26utm_medium%3Dsocial%26utm_source%3Dtwitter …";;;#botnet #fbi #cybersecurity #infosechttps;"939969030148026368";https://twitter.com/truly_secure/status/939969030148026368
;2017/12/10;14;17;"What is a #botnet? And why they aren't going away anytime soon https://buff.ly/2kOnUCx  #Cybersecurity";;;#botnet #Cybersecurity;"939827035211554816";https://twitter.com/marcoessomba/status/939827035211554816
;2017/12/10;69;1;"Linux.ProxyM IoT Botnet now used to launch hacking attacks against websites #cybersecurity #infosec #botnet #iothttp://ow.ly/yxWZ30h7H15 ";;;#cybersecurity #infosec #botnet #iothttp;"939676748387704832";https://twitter.com/kennethholley/status/939676748387704832
;2017/12/09;9;11;"Down the rabbit hole: how hackers exploit weak SSH credentials to build DDos botnets https://goo.gl/7cYPam  #SSH #DDoS #Botnet #Cybercrime #Infosecpic.twitter.com/C7vPgcBAOQ";;;#SSH #DDoS #Botnet #Cybercrime #Infosecpic;"939415825311846400";https://twitter.com/ptracesecurity/status/939415825311846400
;2017/12/07;58;44;"What types of #attacks put #IoT devices at #risk in the past? #CyberSecurity #CyberAttack #DDoS #botnet #CyberAware #Malware #irc @Fisher85M @kasperskypic.twitter.com/acEyW8HLUu";;@Fisher85M @kasperskypic;#attacks #IoT #risk #CyberSecurity #CyberAttack #DDoS #botnet #CyberAware #Malware #irc;"938830681240719360";https://twitter.com/antgrasso/status/938830681240719360
;2017/12/07;7;8;"Happy, relieved and a bit exhausted that my new #IoTSecurity #policy paper is out. If you are wondering (like myself) how to secure the #IoT in the future, maybe it's worth your time!? :) https://www.stiftung-nv.de/en/node/2119  #ddos #botnet #techpolicypic.twitter.com/YrE3pSzSyU";;;#IoTSecurity #policy #IoT #ddos #botnet #techpolicypic;"938763311084171264";https://twitter.com/JPKleinhans/status/938763311084171264
;2017/12/07;15;9;"100,000-strong #botnet built on router 0-day could strike at any time http://j.mp/2AV9WFG  #CyberSecurity #Infosecpic.twitter.com/0p33vuBYco";;;#botnet #CyberSecurity #Infosecpic;"938607020139094016";https://twitter.com/AI__TECH/status/938607020139094016
;2017/12/06;5;9;"Mirai successor Satori, a massive new #IoT #botnet with zero-day powers, has infected over 280,000 IP addresses in ~12 hours; #security experts fear crippling #DDoS attacks: http://ow.ly/t0tR30h3wty  @IBTimesUKpic.twitter.com/GZ9fgKNZtV";;@IBTimesUKpic;#IoT #botnet #security #DDoS;"938490782096547845";https://twitter.com/alienvault/status/938490782096547845
;2017/12/06;42;95;"If you’re interested about #botnet and #malware, go check out the #botconf live stream https://twitter.com/botconf/status/938345523442077696 …";;;#botnet #malware #botconf;"938400286565175301";https://twitter.com/x0rz/status/938400286565175301
;2017/12/05;15;7;"Authorities dismantle #Andromeda Botnet that infected millions of devices | https://www.hackread.com/authorities-dismantle-andromeda-botnet-that-infected-millions-of-devices/ … #Security #Malware #Botnet pic.twitter.com/Bd9A5jBqJM";;;#Andromeda #Security #Malware #Botnet;"938127463577559042";https://twitter.com/HackRead/status/938127463577559042
;2017/12/04;12;11;"Great blogpost on the ENTIRE Mirai #botnet saga (variants and all). In one article you can see the full scope of the #iot problem. https://www.elie.net/blog/security/inside-mirai-the-infamous-iot-botnet-a-retrospective-analysis … it's very much time for some http://iot.security pic.twitter.com/fjgkNRO68n";;;#botnet #iot;"937709019002580993";https://twitter.com/XipiterSec/status/937709019002580993
;2017/12/04;109;96;"Andromeda #botnet dismantled in international cyber operation with @FBI @EC3Europol, Luneburg Central Criminal Investigation Inspectorate in Germany, #Eurojust & partnershttps://www.europol.europa.eu/newsroom/news/andromeda-botnet-dismantled-in-international-cyber-operation …";;@FBI @EC3Europol;#botnet #Eurojust;"937700776188706817";https://twitter.com/Europol/status/937700776188706817
;2017/11/25;21;13;"The Active Directory Botnet https://goo.gl/JTtZww  #Malware #Botnet #ActiveDirectory #Cybercrime #Cybersecurity #InfoSecpic.twitter.com/a57CiDZdTe";;;#Malware #Botnet #ActiveDirectory #Cybercrime #Cybersecurity #InfoSecpic;"934342175462166530";https://twitter.com/ptracesecurity/status/934342175462166530
;2017/11/24;21;13;"Anatomy of a #Botnet attack. #cybersecurity #infosec #cyberattack @ICITorgpic.twitter.com/yZmlecVdsV";;@ICITorgpic;#Botnet #cybersecurity #infosec #cyberattack;"934126365431029760";https://twitter.com/DaveRubal/status/934126365431029760
;2017/11/12;14;11;"What's the Anatomy of a #botnet attack? - #cybercrime #cyberrisk #Hackers #IoT #Malware #CyberSecurity #infosec #bots #security #HITSecurity #CIO #CISOpic.twitter.com/C6oHI7b6eW";;;#botnet #cybercrime #cyberrisk #Hackers #IoT #Malware #CyberSecurity #infosec #bots #security #HITSecurity #CIO #CISOpic;"929515679572570113";https://twitter.com/Michael81082/status/929515679572570113
;2017/11/08;17;31;"An IOT attack script shared on hacking forums was advertised to assist script kiddies with their own version of "Reaper" like botnet. The script worked, but it had a backdoor to hack the script kiddie himself! https://blog.newskysecurity.com/script-kiddie-nightmare-iot-attack-code-embedded-with-backdoor-39ebcb92a4bb … #infosec #malware #iot #botnet #CyberSecuritypic.twitter.com/qn7krfGBZc";;;#infosec #malware #iot #botnet #CyberSecuritypic;"928381427409915909";https://twitter.com/ankit_anubhav/status/928381427409915909
;2017/11/08;22;33;"Hacker Wannabes Fooled by Backdoored IP Scanner https://www.bleepingcomputer.com/news/security/hacker-wannabes-fooled-by-backdoored-ip-scanner/ … #backdoor #hacker #botnet pic.twitter.com/ps7DMeIeWN";;;#backdoor #hacker #botnet;"928370772116230144";https://twitter.com/campuscodi/status/928370772116230144
;2017/11/07;7;2;"Next up: Chief #DNS Architect Cricket Liu @cricketondns @Infoblox talks lessons learned from #DDoS #Mirai #botnet attack #CyberConnect pic.twitter.com/dhLY0JDbGu";;@cricketondns @Infoblox;#DNS #DDoS #Mirai #botnet #CyberConnect;"927914517006307331";https://twitter.com/ICITorg/status/927914517006307331
